Mod:Item:MetaData, Localized Name
fossil:titanis_egg, Titanis Egg
fossil:titanis_egg_cultivated, Cultivated Titanis Egg
fossil:titanis_meat, Titanis Meat
fossil:titanis_cooked, Cooked Titanis Meat
fossil:mammoth_dna, Mammoth DNA
fossil:mammoth_syringe, Mammoth Embryo
fossil:mammoth_meat, Mammoth Meat
fossil:mammoth_cooked, Cooked Mammoth Meat
fossil:smilodon_dna, Smilodon DNA
fossil:smilodon_syringe, Smilodon Embryo
fossil:smilodon_meat, Smilodon Meat
fossil:smilodon_cooked, Cooked Smilodon Meat
fossil:quagga_dna, Quagga DNA
fossil:quagga_syringe, Quagga Embryo
fossil:quagga_meat, Quagga Meat
fossil:quagga_cooked, Cooked Quagga Meat
fossil:elasmotherium_dna, Elasmotherium DNA
fossil:elasmotherium_syringe, Elasmotherium Embryo
fossil:elasmotherium_meat, Elasmotherium Meat
fossil:elasmotherium_cooked, Cooked Elasmotherium Meat
fossil:megaloceros_dna, Megaloceros DNA
fossil:megaloceros_syringe, Megaloceros Embryo
fossil:megaloceros_meat, Megaloceros Meat
fossil:megaloceros_cooked, Cooked Megaloceros Meat
fossil:megalania_dna, Megalania DNA
fossil:megalania_egg:0, Megalania Egg
fossil:megalania_meat, Megalania Meat
fossil:megalania_cooked, Cooked Megalania Meat
fossil:megalodon_dna, Megalodon DNA
fossil:megalodon_egg:0, Megalodon Sac
fossil:megalodon_meat, Megalodon Meat
fossil:megalodon_cooked, Cooked Megalodon Meat
fossil:platybelodon_dna, Platybelodon DNA
fossil:platybelodon_syringe, Platybelodon Embryo
fossil:platybelodon_meat, Platybelodon Meat
fossil:platybelodon_cooked, Cooked Platybelodon Meat
fossil:tiktaalik_dna, Tiktaalik DNA
fossil:tiktaalik_egg:0, Tiktaalik Egg
fossil:tiktaalik_meat, Tiktaalik Meat
fossil:tiktaalik_cooked, Cooked Tiktaalik Meat
fossil:crassigyrinus_dna, Crassigyrinus DNA
fossil:crassigyrinus_egg:0, Crassigyrinus Egg
fossil:crassigyrinus_meat, Crassigyrinus Meat
fossil:crassigyrinus_cooked, Cooked Crassigyrinus Meat
fossil:diplocaulus_dna, Diplocaulus DNA
fossil:diplocaulus_egg:0, Diplocaulus Egg
fossil:diplocaulus_meat, Diplocaulus Meat
fossil:diplocaulus_cooked, Cooked Diplocaulus Meat
fossil:edaphosaurus_dna, Edaphosaurus DNA
fossil:edaphosaurus_egg:0, Edaphosaurus Egg
fossil:edaphosaurus_meat, Edaphosaurus Meat
fossil:edaphosaurus_cooked, Cooked Edaphosaurus Meat
fossil:arthropleura_dna, Arthropleura DNA
fossil:arthropleura_egg:0, Arthropleura Eggs
fossil:arthropleura_meat, Arthropleura Meat
fossil:arthropleura_cooked, Cooked Arthropleura Meat
immersiveintelligence:material:0, Advanced Vacuum Tube
immersiveintelligence:material:1, Basic Electronic Component
immersiveintelligence:material:2, Raw Basic Circuit Board
immersiveintelligence:material:3, Etched Basic Circuit Board
immersiveintelligence:material:4, Advanced Electronic Component
immersiveintelligence:material:5, Raw Advanced Circuit Board
immersiveintelligence:material:6, Etched Advanced Circuit Board
immersiveintelligence:material:7, Advanced Circuit Board
immersiveintelligence:material:8, Transistor
immersiveintelligence:material:9, Processor
immersiveintelligence:material:10, Raw Processor Circuit Board
immersiveintelligence:material:11, Etched Processor Circuit Board
immersiveintelligence:material:12, Processor Circuit Board
immersiveintelligence:material:13, Compact Electric Engine
immersiveintelligence:material:14, Advanced Compact Electric Engine
immersiveintelligence:material:15, Empty Punchtape
immersiveintelligence:material:16, RDX Dust
immersiveintelligence:material:17, HMX Dust
immersiveintelligence:material:18, White Phosphorus
immersiveintelligence:material:19, Salt Dust
immersiveintelligence:material:20, Carbon Brush
immersiveintelligence:material:21, Glass Fibre Cable
immersiveintelligence:material:22, Sawdust
immersiveintelligence:material:23, Formaldehyde Dust
immersiveintelligence:material:24, Hexamine Dust
immersiveintelligence:material_ingot:0, Advanced Electronic Alloy Ingot
immersiveintelligence:material_ingot:1, Brass Ingot
immersiveintelligence:material_ingot:2, Platinum Ingot
immersiveintelligence:material_ingot:3, Tungsten Ingot
immersiveintelligence:material_ingot:4, Zinc Ingot
immersiveintelligence:material_ingot:5, Magnet
immersiveintelligence:material_ingot:6, Silicon Ingot
immersiveintelligence:material_plate:0, Advanced Electronic Alloy Plate
immersiveintelligence:material_plate:1, Brass Plate
immersiveintelligence:material_plate:2, Platinum Plate
immersiveintelligence:material_plate:3, Tungsten Plate
immersiveintelligence:material_plate:4, Zinc Plate
immersiveintelligence:material_plate:5, Silicon Wafer
immersiveintelligence:material_dust:0, Advanced Electronic Alloy Grit
immersiveintelligence:material_dust:1, Brass Grit
immersiveintelligence:material_dust:2, Platinum Grit
immersiveintelligence:material_dust:3, Tungsten Grit
immersiveintelligence:material_dust:4, Zinc Grit
immersiveintelligence:material_dust:5, Silicon Dust
immersiveintelligence:material_dust:6, Fluorite Dust
immersiveintelligence:material_dust:7, Quartz Dust
immersiveintelligence:material_dust:8, Dirty Quartz Dust
immersiveintelligence:material_dust:9, Phosphorus Dust
immersiveintelligence:material_nugget:0, Advanced Electronic Alloy Nugget
immersiveintelligence:material_nugget:1, Brass Nugget
immersiveintelligence:material_nugget:2, Platinum Nugget
immersiveintelligence:material_nugget:3, Tungsten Nugget
immersiveintelligence:material_nugget:4, Zinc Nugget
immersiveintelligence:material_nugget:5, Silicon Piece
immersiveintelligence:material_wire:0, Tungsten Wire
immersiveintelligence:material_spring:0, Brass Spring
immersiveintelligence:material_spring:1, Iron Spring
immersiveintelligence:material_spring:2, Steel Spring
immersiveintelligence:material_gem:0, Nether Fluorite
immersiveintelligence:material_gem:1, Nether Phosphorus
immersiveintelligence:material_boule:0, Silicon Boule
immersiveintelligence:press_mold:0, Metal Press Mold: Artillery Shell Casing
immersiveintelligence:press_mold:1, Metal Press Mold: Machinegun Bullet Casing
immersiveintelligence:press_mold:2, Metal Press Mold: Submachinegun Bullet Casing
immersiveintelligence:press_mold:3, Metal Press Mold: Grenade
immersiveintelligence:circuit_functional:0, Arithmetic Circuit
immersiveintelligence:circuit_functional:1, Advanced Arithmetic Circuit
immersiveintelligence:circuit_functional:2, Logic Circuit
immersiveintelligence:circuit_functional:3, Comparator Circuit
immersiveintelligence:circuit_functional:4, Advanced Logic Circuit
immersiveintelligence:circuit_functional:5, Text Processor Circuit
immersiveintelligence:circuit_functional:6, ItemStack Operations Circuit
immersiveintelligence:motor_belt:0, Cloth Motor Belt
immersiveintelligence:motor_belt:1, Steel Motor Belt
immersiveintelligence:motor_gear:0, Copper Gear
immersiveintelligence:motor_gear:1, Brass Gear
immersiveintelligence:motor_gear:2, Iron Gear
immersiveintelligence:motor_gear:3, Steel Gear
immersiveintelligence:motor_gear:4, Tungsten Gear
immersiveintelligence:skycrate_mount:0, Skycrate Mount
immersiveintelligence:skycrate_mount:1, Electric Skycrate Mount
immersiveintelligence:lighter, Engineer's Lighter
immersiveintelligence:electric_hammer, Engineer's Electric Hammer
immersiveintelligence:electric_wirecutter, Engineer's Electric Wirecutter
immersiveintelligence:wrench, Engineer's Wrench
immersiveintelligence:electric_wrench, Electric Wrench
immersiveintelligence:drillhead:0, Tungsten Drill Head
immersiveintelligence:drillhead:1, Diamond-Tipped Iron Drill Head
immersiveintelligence:drillhead:2, Diamond-Tipped Steel Drill Head
immersiveintelligence:drillhead:3, Diamond-Tipped Tungsten Drill Head
immersiveintelligence:tachometer, Engineer's Tachometer
immersiveintelligence:data_wire, Data Cable Coil
immersiveintelligence:minecart:0, Minecart with Wooden Crate
immersiveintelligence:minecart:1, Minecart with Reinforced Crate
immersiveintelligence:minecart:2, Minecart with Steel Crate
immersiveintelligence:minecart:3, Minecart with Wooden Barrel
immersiveintelligence:minecart:4, Minecart with Metal Barrel
immersiveintelligence:radio_configurator:0, Basic Radio Tuner
immersiveintelligence:radio_configurator:1, Advanced Radio Tuner
immersiveintelligence:measuring_cup, Engineer's Measuring Cup
immersiveintelligence:precission_tool:0, Precision Buzzsaw
immersiveintelligence:precission_tool:1, Precision Drill
immersiveintelligence:precission_tool:2, Precision Inserter
immersiveintelligence:precission_tool:3, Precision Solderer
immersiveintelligence:precission_tool:4, Precision Welder
immersiveintelligence:precission_tool:5, Precision Hammer
immersiveintelligence:assembly_scheme, Assembly Scheme
immersiveintelligence:sawblade:0, Iron Saw Blade
immersiveintelligence:sawblade:1, Steel Saw Blade
immersiveintelligence:sawblade:2, Tungsten Saw Blade
immersiveintelligence:binoculars:0, Binoculars
immersiveintelligence:binoculars:1, Infrared Binoculars
immersiveintelligence:machinegun, Machinegun
immersiveintelligence:weapon_upgrade:0, Heavy Barrel
immersiveintelligence:weapon_upgrade:1, Water Cooled Barrel
immersiveintelligence:weapon_upgrade:2, Belt Fed Ammunition Loader
immersiveintelligence:weapon_upgrade:3, Second Magazine
immersiveintelligence:weapon_upgrade:4, Field Bipod
immersiveintelligence:weapon_upgrade:5, Precise Bipod
immersiveintelligence:weapon_upgrade:6, Scope
immersiveintelligence:weapon_upgrade:7, Infrared Scope
immersiveintelligence:bullet, item.immersiveintelligence.bullet.name
immersiveintelligence:casing_artillery, Artillery Shell Casing
immersiveintelligence:casing_grenade, Grenade Casing
immersiveintelligence:casing_machinegun, Machinegun Bullet Casing
immersiveintelligence:casing_submachinegun, Submachinegun Bullet Casing
immersiveintelligence:casing_revolver, Revolver Cartridge Casing
immersiveintelligence:bullet_magazine:0, Machinegun Magazine
immersiveintelligence:bullet_magazine:1, Submachinegun Magazine
immersiveintelligence:bullet_magazine:2, Automatic Revolver Magazine
immersiveintelligence:punchtape, Punchtape
immersiveintelligence:printed_page:0, Blank Page
immersiveintelligence:printed_page:1, Printed Text
immersiveintelligence:printed_page:2, Printed Code
immersiveintelligence:printed_page:3, Printed Construction Scheme
immersiveintelligence:tracer_powder, Tracer Dust
immersiveintelligence:ore:0, Platinum Ore
immersiveintelligence:ore:1, Zinc Ore
immersiveintelligence:ore:2, Tungsten Ore
immersiveintelligence:ore:3, Salt Ore
immersiveintelligence:ore:4, Nether Fluorite Ore
immersiveintelligence:ore:5, Nether Phosphorus Ore
immersiveintelligence:sheetmetal:0, Platinum Sheetmetal
immersiveintelligence:sheetmetal:1, Zinc Sheetmetal
immersiveintelligence:sheetmetal:2, Tungsten Sheetmetal
immersiveintelligence:sheetmetal:3, Brass Sheetmetal
immersiveintelligence:storage:0, Platinum Block
immersiveintelligence:storage:1, Zinc Block
immersiveintelligence:storage:2, Tungsten Block
immersiveintelligence:storage:3, Brass Block
immersiveintelligence:storage_slab:0, Platinum Slab
immersiveintelligence:storage_slab:1, Zinc Slab
immersiveintelligence:storage_slab:2, Tungsten Slab
immersiveintelligence:storage_slab:3, Brass Slab
immersiveintelligence:sheetmetal_slab:0, Platinum Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:1, Zinc Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:2, Tungsten Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:3, Brass Sheetmetal Slab
immersiveintelligence:stone_decoration, tile.immersiveintelligence.stone_decoration.name
immersiveintelligence:cloth_decoration:0, Rope Coil
immersiveintelligence:cloth_decoration:1, Cloth Motor Belt Coil
immersiveintelligence:metal_decoration:0, Data Cable Coil
immersiveintelligence:metal_decoration:1, Electronic Engineering Block
immersiveintelligence:metal_decoration:2, Advanced Electronic Engineering Block
immersiveintelligence:metal_decoration:3, Mechanical Engineering Block
immersiveintelligence:metal_decoration:4, Heavy Mechanical Engineering Block
immersiveintelligence:metal_decoration:5, Steel Motor Belt Coil
immersiveintelligence:metal_device:0, Steel Crate
immersiveintelligence:metal_device:1, Ammunition Crate
immersiveintelligence:metal_device:2, Small Data Buffer
immersiveintelligence:metal_device:3, Timed Buffer
immersiveintelligence:metal_device:4, Redstone Buffer
immersiveintelligence:metal_device:5, Debugger
immersiveintelligence:metal_device:6, Data Router
immersiveintelligence:metal_device:7, Data Combiner
immersiveintelligence:data_connector:0, Data Connector
immersiveintelligence:data_connector:1, Data Relay
immersiveintelligence:data_connector:2, Alarm Siren
immersiveintelligence:data_connector:3, Item Inserter
immersiveintelligence:data_connector:4, Fluid Inserter
immersiveintelligence:data_connector:5, Advanced Inserter
immersiveintelligence:data_connector:6, Advanced Fluid Inserter
immersiveintelligence:data_connector:7, Chemical Dispenser
immersiveintelligence:small_crate:0, Small Wooden Crate (Box)
immersiveintelligence:small_crate:1, Small Wooden Crate (Cube)
immersiveintelligence:small_crate:2, Small Wooden Crate (Wide)
immersiveintelligence:small_crate:3, Small Metal Crate (Box)
immersiveintelligence:small_crate:4, Small Metal Crate (Cube)
immersiveintelligence:small_crate:5, Small Metal Crate (Wide)
immersiveintelligence:mechanical_device:0, Wooden Transmission Box
immersiveintelligence:mechanical_device:1, Creative Transmission Box
immersiveintelligence:gearbox, tile.immersiveintelligence.gearbox.name
immersiveintelligence:mechanical_connector, tile.immersiveintelligence.mechanical_connector.name
immersiveintelligence:metal_multiblock1, tile.immersiveintelligence.metal_multiblock1.name
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
